0,entity,Domain,Conditions,Wet,day,,,,,,,,,,
15,4842,Los Angeles,Clear,83,1,,,,,,,,,,
10,4842,Los Angeles,clear sky,71,1,,,,,,,,,,
11,4842,Los Angeles,Clouds And Sun,73,1,,,,,,,,,,
1,4843,Los Angeles,Fair,,1,,,,,,,,,,
2,4843,Los Angeles,Clear,77,1,,,,,,,,,,
3,4843,Los Angeles,Clear,74,1,,,,,,,,,,
4,4843,Los Angeles,Clear,72,1,,,,,,,,,,
5,4843,Los Angeles,Sunny,74,1,,,,,,,,,,
6,4843,Los Angeles,Clear,77,1,,,,,,,,,,
7,4843,Los Angeles,Partly Cloudy,70,1,,,,,,,,,,
14,4843,Los Angeles,Mostly Clear,74,1,,,,,,,,,,
8,4843,Los Angeles,Sunny,74,1,,,,,,,,,,
9,4843,Los Angeles,Clear,76,1,,,,,,,,,,
15,4843,Los Angeles,Clear,83,1,,,,,,,,,,
10,4843,Los Angeles,clear sky,76,1,,,,,,,,,,
11,4843,Los Angeles,Sunny,74,1,,,,,,,,,,
12,4843,Los Angeles,Sunny,76,1,,,,,,,,,,
1,4844,Los Angeles,Fair,,1,,,,,,,,,,
2,4844,Los Angeles,Clear,63,1,,,,,,,,,,
3,4844,Los Angeles,Clear,62,1,,,,,,,,,,
4,4844,Los Angeles,Clear,66,1,,,,,,,,,,
5,4844,Los Angeles,Sunny,61,1,,,,,,,,,,
6,4844,Los Angeles,Clear,63,1,,,,,,,,,,
7,4844,Los Angeles,Partly Cloudy,62,1,,,,,,,,,,
14,4844,Los Angeles,Mostly Sunny,74,1,,,,,,,,,,
8,4844,Los Angeles,Sunny,74,1,,,,,,,,,,
9,4844,Los Angeles,Clear,62,1,,,,,,,,,,
15,4844,Los Angeles,Clear,69,1,,,,,,,,,,
10,4844,Los Angeles,clear sky,76,1,,,,,,,,,,
11,4844,Los Angeles,Sunny,61,1,,,,,,,,,,
12,4844,Los Angeles,Sunny,71,1,,,,,,,,,,
1,4845,Los Angeles,Fair,,1,,,,,,,,,,
2,4845,Los Angeles,Clear,63,1,,,,,,,,,,
3,4845,Los Angeles,Haze,55,1,,,,,,,,,,
4,4845,Los Angeles,Haze,63,1,,,,,,,,,,
5,4845,Los Angeles,Sunny,55,1,,,,,,,,,,
6,4845,Los Angeles,Hazy,55,1,,,,,,,,,,
7,4845,Los Angeles,Partly Cloudy,53,1,,,,,,,,,,
14,4845,Los Angeles,Mostly Sunny,62,1,,,,,,,,,,
8,4845,Los Angeles,Sunny,61,1,,,,,,,,,,
9,4845,Los Angeles,Haze,55,1,,,,,,,,,,
15,4845,Los Angeles,Haze,66,1,,,,,,,,,,
10,4845,Los Angeles,clear sky,63,1,,,,,,,,,,
11,4845,Los Angeles,Sunny,55,1,,,,,,,,,,
1,4846,Los Angeles,Fair,,1,,,,,,,,,,
2,4846,Los Angeles,Hazy,55,1,,,,,,,,,,
3,4846,Los Angeles,Haze,54,1,,,,,,,,,,
4,4846,Los Angeles,Haze,55,1,,,,,,,,,,
5,4846,Los Angeles,Mostly Sunny,55,1,,,,,,,,,,
6,4846,Los Angeles,Hazy,55,1,,,,,,,,,,
7,4846,Los Angeles,Partly Cloudy,51,1,,,,,,,,,,
14,4846,Los Angeles,Mostly Sunny,62,1,,,,,,,,,,
8,4846,Los Angeles,Sunny,55,1,,,,,,,,,,
9,4846,Los Angeles,Haze,55,1,,,,,,,,,,
15,4846,Los Angeles,Haze,59,1,,,,,,,,,,
10,4846,Los Angeles,clear sky,55,1,,,,,,,,,,
11,4846,Los Angeles,Mostly Sunny,55,1,,,,,,,,,,
12,4846,Los Angeles,Mostly Sunny,66,1,,,,,,,,,,
1,4847,Los Angeles,Fair,,1,,,,,,,,,,
2,4847,Los Angeles,Hazy,56,1,,,,,,,,,,
3,4847,Los Angeles,Haze,54,1,,,,,,,,,,
4,4847,Los Angeles,Haze,52,1,,,,,,,,,,
5,4847,Los Angeles,Hazy Sunshine,53,1,,,,,,,,,,
6,4847,Los Angeles,Hazy,56,1,,,,,,,,,,
7,4847,Los Angeles,Mostly Sunny,51,1,,,,,,,,,,
14,4847,Los Angeles,Mostly Sunny,55,1,,,,,,,,,,
8,4847,Los Angeles,Sunny,55,1,,,,,,,,,,
9,4847,Los Angeles,Haze,55,1,,,,,,,,,,
15,4847,Los Angeles,Haze,59,1,,,,,,,,,,
10,4847,Los Angeles,clear sky,55,1,,,,,,,,,,
11,4847,Los Angeles,Hazy Sunshine,53,1,,,,,,,,,,
12,4847,Los Angeles,Sunny,55,1,,,,,,,,,,
1,4848,Los Angeles,Fair,,1,,,,,,,,,,
2,4848,Los Angeles,Hazy,49,1,,,,,,,,,,
3,4848,Los Angeles,Haze,47,1,,,,,,,,,,
4,4848,Los Angeles,Haze,50,1,,,,,,,,,,
5,4848,Los Angeles,Sunny,46,1,,,,,,,,,,
6,4848,Los Angeles,Hazy,49,1,,,,,,,,,,
7,4848,Los Angeles,Partly Cloudy,47,1,,,,,,,,,,
14,4848,Los Angeles,Mostly Sunny,54,1,,,,,,,,,,
8,4848,Los Angeles,Hazy Sunshine,53,1,,,,,,,,,,
9,4848,Los Angeles,Haze,48,1,,,,,,,,,,
15,4848,Los Angeles,Clear,51,1,,,,,,,,,,
10,4848,Los Angeles,clear sky,55,1,,,,,,,,,,
11,4848,Los Angeles,Sunny,46,1,,,,,,,,,,
12,4848,Los Angeles,Sunny,49,1,,,,,,,,,,
1,4849,Los Angeles,Fair,,1,,,,,,,,,,
2,4849,Los Angeles,Hazy,49,1,,,,,,,,,,
3,4849,Los Angeles,Haze,45,1,,,,,,,,,,
4,4849,Los Angeles,Haze,46,1,,,,,,,,,,
5,4849,Los Angeles,Sunny,44,1,,,,,,,,,,
6,4849,Los Angeles,Hazy,46,1,,,,,,,,,,
7,4849,Los Angeles,Mostly Sunny,45,1,,,,,,,,,,
14,4849,Los Angeles,Mostly Sunny,47,1,,,,,,,,,,
8,4849,Los Angeles,Sunny,46,1,,,,,,,,,,
9,4849,Los Angeles,Haze,45,1,,,,,,,,,,
15,4849,Los Angeles,Clear,45,1,,,,,,,,,,
10,4849,Los Angeles,clear sky,49,1,,,,,,,,,,
11,4849,Los Angeles,Sunny,44,1,,,,,,,,,,
12,4849,Los Angeles,Sunny,44,1,,,,,,,,,,
1,4850,Los Angeles,Fair,,1,,,,,,,,,,
2,4850,Los Angeles,Hazy,46,1,,,,,,,,,,
3,4850,Los Angeles,Haze,42,1,,,,,,,,,,
4,4850,Los Angeles,Haze,47,1,,,,,,,,,,
5,4850,Los Angeles,Sunny,44,1,,,,,,,,,,
6,4850,Los Angeles,Hazy,46,1,,,,,,,,,,
7,4850,Los Angeles,Mostly Sunny,45,1,,,,,,,,,,
14,4850,Los Angeles,Mostly Sunny,47,1,,,,,,,,,,
8,4850,Los Angeles,Sunny,44,1,,,,,,,,,,
9,4850,Los Angeles,Haze,45,1,,,,,,,,,,
15,4850,Los Angeles,Clear,67,1,,,,,,,,,,
10,4850,Los Angeles,clear sky,46,1,,,,,,,,,,
11,4850,Los Angeles,Mostly Sunny,44,1,,,,,,,,,,
12,4850,Los Angeles,Mostly Sunny,44,1,,,,,,,,,,
1,4851,Los Angeles,Fair,,1,,,,,,,,,,
2,4851,Los Angeles,Hazy,43,1,,,,,,,,,,
3,4851,Los Angeles,Haze,42,1,,,,,,,,,,
4,4851,Los Angeles,Haze,52,1,,,,,,,,,,
5,4851,Los Angeles,Sunny,41,1,,,,,,,,,,
6,4851,Los Angeles,Hazy,43,1,,,,,,,,,,
7,4851,Los Angeles,Mostly Sunny,43,1,,,,,,,,,,
14,4851,Los Angeles,Mostly Sunny,45,1,,,,,,,,,,
8,4851,Los Angeles,Sunny,41,1,,,,,,,,,,
9,4851,Los Angeles,Haze,42,1,,,,,,,,,,
15,4851,Los Angeles,Clear,67,1,,,,,,,,,,
10,4851,Los Angeles,clear sky,43,1,,,,,,,,,,
11,4851,Los Angeles,Sunny,41,1,,,,,,,,,,
12,4851,Los Angeles,Sunny,38,1,,,,,,,,,,
13,4852,Los Angeles,Fair,54,1,,,,,,,,,,
13,4853,Los Angeles,Fair,54,1,,,,,,,,,,
13,4854,Los Angeles,Fair,56,1,,,,,,,,,,
13,4855,Los Angeles,Fair,56,1,,,,,,,,,,
13,4856,Los Angeles,Fair,56,1,,,,,,,,,,
13,4857,Los Angeles,Fair,56,1,,,,,,,,,,
13,4858,Los Angeles,Fair,56,1,,,,,,,,,,
13,4859,Los Angeles,Fair,56,1,,,,,,,,,,
13,4860,Los Angeles,Fair,56,1,,,,,,,,,,
13,4861,Los Angeles,Fair,56,1,,,,,,,,,,
13,4862,Los Angeles,Fair,56,1,,,,,,,,,,
13,4863,Los Angeles,Fair,56,1,,,,,,,,,,
13,4864,Los Angeles,Fair,77,1,,,,,,,,,,
13,4865,Los Angeles,Fair,77,1,,,,,,,,,,
13,4866,Los Angeles,Fair,77,1,,,,,,,,,,
13,4867,Los Angeles,Haze,83,1,,,,,,,,,,
13,4868,Los Angeles,Haze,83,1,,,,,,,,,,
13,4869,Los Angeles,Fog,86,1,,,,,,,,,,
13,4870,Los Angeles,Haze,79,1,,,,,,,,,,
13,4871,Los Angeles,Haze,79,1,,,,,,,,,,
13,4872,Los Angeles,Fair,80,1,,,,,,,,,,
13,4873,Los Angeles,Fair,77,1,,,,,,,,,,
13,4874,Los Angeles,Fair,74,1,,,,,,,,,,
13,4875,Los Angeles,Fair,74,1,,,,,,,,,,
13,4876,Los Angeles,Fair,74,1,,,,,,,,,,
13,4878,Los Angeles,Haze,55,1,,,,,,,,,,
13,4879,Los Angeles,Haze,55,1,,,,,,,,,,
13,4880,Los Angeles,Haze,54,1,,,,,,,,,,
13,4881,Los Angeles,Haze,47,1,,,,,,,,,,
13,4882,Los Angeles,Haze,45,1,,,,,,,,,,
13,4883,Los Angeles,Haze,42,1,,,,,,,,,,
13,4884,Los Angeles,Haze,42,1,,,,,,,,,,
1,4885,Los Angeles,Fair,,1,,,,,,,,,,
2,4885,Los Angeles,Clear,46,1,,,,,,,,,,
3,4885,Los Angeles,Clear,45,1,,,,,,,,,,
4,4885,Los Angeles,Clear,51,1,,,,,,,,,,
5,4885,Los Angeles,Sunny,44,1,,,,,,,,,,
6,4885,Los Angeles,Clear,46,1,,,,,,,,,,
7,4885,Los Angeles,Partly Cloudy,45,1,,,,,,,,,,
14,4885,Los Angeles,Mostly Sunny,39,1,,,,,,,,,,
8,4885,Los Angeles,Sunny,38,1,,,,,,,,,,
9,4885,Los Angeles,High Surf AdvisoryClear,45,1,,,,,,,,,,
15,4885,Los Angeles,Clear,62,1,,,,,,,,,,
10,4885,Los Angeles,clear sky,40,1,,,,,,,,,,
11,4885,Los Angeles,Sunny,44,1,,,,,,,,,,
12,4885,Los Angeles,Sunny,39,1,,,,,,,,,,
13,4885,Los Angeles,Fair,45,1,,,,,,,,,,
1,4886,Los Angeles,Fair,,1,,,,,,,,,,
2,4886,Los Angeles,Clear,46,1,,,,,,,,,,
3,4886,Los Angeles,Clear,48,1,,,,,,,,,,
4,4886,Los Angeles,Clear,55,1,,,,,,,,,,
5,4886,Los Angeles,Sunny,48,1,,,,,,,,,,
6,4886,Los Angeles,Clear,49,1,,,,,,,,,,
7,4886,Los Angeles,Partly Cloudy,51,1,,,,,,,,,,
14,4886,Los Angeles,Mostly Sunny,45,1,,,,,,,,,,
8,4886,Los Angeles,Sunny,44,1,,,,,,,,,,
9,4886,Los Angeles,High Surf AdvisoryClear,48,1,,,,,,,,,,
15,4886,Los Angeles,Clear,60,1,,,,,,,,,,
10,4886,Los Angeles,clear sky,46,1,,,,,,,,,,
11,4886,Los Angeles,Sunny,48,1,,,,,,,,,,
12,4886,Los Angeles,Sunny,39,1,,,,,,,,,,
13,4886,Los Angeles,Fair,49,1,,,,,,,,,,
1,4887,Los Angeles,Fair,,1,,,,,,,,,,
2,4887,Los Angeles,Clear,49,1,,,,,,,,,,
3,4887,Los Angeles,Clear,62,1,,,,,,,,,,
4,4887,Los Angeles,Clear,75,1,,,,,,,,,,
5,4887,Los Angeles,Mostly Sunny,48,1,,,,,,,,,,
6,4887,Los Angeles,Clear,49,1,,,,,,,,,,
7,4887,Los Angeles,Partly Cloudy,55,1,,,,,,,,,,
14,4887,Los Angeles,Mostly Sunny,45,1,,,,,,,,,,
8,4887,Los Angeles,Sunny,48,1,,,,,,,,,,
9,4887,Los Angeles,High Surf AdvisoryClear,48,1,,,,,,,,,,
15,4887,Los Angeles,Clear,77,1,,,,,,,,,,
10,4887,Los Angeles,clear sky,49,1,,,,,,,,,,
11,4887,Los Angeles,Mostly Sunny,48,1,,,,,,,,,,
12,4887,Los Angeles,Mostly Sunny,39,1,,,,,,,,,,
13,4887,Los Angeles,Fair,49,1,,,,,,,,,,
1,4888,Los Angeles,Fair,,1,,,,,,,,,,
2,4888,Los Angeles,Clear,59,1,,,,,,,,,,
3,4888,Los Angeles,Clear,62,1,,,,,,,,,,
4,4888,Los Angeles,Clear,77,1,,,,,,,,,,
5,4888,Los Angeles,Sunny,61,1,,,,,,,,,,
6,4888,Los Angeles,Clear,59,1,,,,,,,,,,
7,4888,Los Angeles,Mostly Clear,64,1,,,,,,,,,,
14,4888,Los Angeles,Mostly Sunny,48,1,,,,,,,,,,
8,4888,Los Angeles,Sunny,61,1,,,,,,,,,,
9,4888,Los Angeles,High Surf AdvisoryClear,59,1,,,,,,,,,,
15,4888,Los Angeles,Clear,77,1,,,,,,,,,,
10,4888,Los Angeles,clear sky,59,1,,,,,,,,,,
11,4888,Los Angeles,Sunny,61,1,,,,,,,,,,
12,4888,Los Angeles,Sunny,47,1,,,,,,,,,,
13,4888,Los Angeles,Fair,62,1,,,,,,,,,,
1,4889,Los Angeles,Fair,,1,,,,,,,,,,
2,4889,Los Angeles,Clear,68,1,,,,,,,,,,
3,4889,Los Angeles,Clear,69,1,,,,,,,,,,
4,4889,Los Angeles,Clear,79,1,,,,,,,,,,
5,4889,Los Angeles,Clear,69,1,,,,,,,,,,
6,4889,Los Angeles,Clear,68,1,,,,,,,,,,
7,4889,Los Angeles,Partly Cloudy,69,1,,,,,,,,,,
14,4889,Los Angeles,Mostly Sunny,62,1,,,,,,,,,,
8,4889,Los Angeles,Sunny,61,1,,,,,,,,,,
9,4889,Los Angeles,High Surf AdvisoryClear,67,1,,,,,,,,,,
15,4889,Los Angeles,Clear,84,1,,,,,,,,,,
10,4889,Los Angeles,clear sky,59,1,,,,,,,,,,
11,4889,Los Angeles,Clear,69,1,,,,,,,,,,
12,4889,Los Angeles,Clear,59,1,,,,,,,,,,
13,4889,Los Angeles,Fair,69,1,,,,,,,,,,
1,4890,Los Angeles,Fair,,1,,,,,,,,,,
2,4890,Los Angeles,Clear,68,1,,,,,,,,,,
3,4890,Los Angeles,Clear,81,1,,,,,,,,,,
4,4890,Los Angeles,Clear,83,1,,,,,,,,,,
5,4890,Los Angeles,Clear,69,1,,,,,,,,,,
6,4890,Los Angeles,Clear,82,1,,,,,,,,,,
7,4890,Los Angeles,Partly Cloudy,77,1,,,,,,,,,,
14,4890,Los Angeles,Mostly Clear,69,1,,,,,,,,,,
8,4890,Los Angeles,Clear,69,1,,,,,,,,,,
9,4890,Los Angeles,High Surf AdvisoryClear,82,1,,,,,,,,,,
15,4890,Los Angeles,Few Clouds,84,1,,,,,,,,,,
10,4890,Los Angeles,clear sky,68,1,,,,,,,,,,
11,4890,Los Angeles,Clear,80,1,,,,,,,,,,
12,4890,Los Angeles,Clear,59,1,,,,,,,,,,
13,4890,Los Angeles,Fair,81,1,,,,,,,,,,
1,4891,Los Angeles,Fair,,1,,,,,,,,,,
2,4891,Los Angeles,Clear,82,1,,,,,,,,,,
3,4891,Los Angeles,Clear,81,1,,,,,,,,,,
4,4891,Los Angeles,Haze,85,1,,,,,,,,,,
5,4891,Los Angeles,Clear,80,1,,,,,,,,,,
6,4891,Los Angeles,Clear,82,1,,,,,,,,,,
7,4891,Los Angeles,Clear,86,1,,,,,,,,,,
14,4891,Los Angeles,Mostly Clear,69,1,,,,,,,,,,
8,4891,Los Angeles,Clear,80,1,,,,,,,,,,
9,4891,Los Angeles,High Surf AdvisoryClear,82,1,,,,,,,,,,
15,4891,Los Angeles,Few Clouds,84,1,,,,,,,,,,
10,4891,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4891,Los Angeles,Clear,80,1,,,,,,,,,,
12,4891,Los Angeles,Clear,66,1,,,,,,,,,,
13,4891,Los Angeles,Fair,81,1,,,,,,,,,,
1,4892,Los Angeles,Fair,,1,,,,,,,,,,
2,4892,Los Angeles,Hazy,82,1,,,,,,,,,,
3,4892,Los Angeles,Haze,83,1,,,,,,,,,,
4,4892,Los Angeles,Haze,86,1,,,,,,,,,,
5,4892,Los Angeles,Clear,83,1,,,,,,,,,,
6,4892,Los Angeles,Hazy,82,1,,,,,,,,,,
7,4892,Los Angeles,Clear,86,1,,,,,,,,,,
14,4892,Los Angeles,Mostly Clear,81,1,,,,,,,,,,
8,4892,Los Angeles,Clear,83,1,,,,,,,,,,
9,4892,Los Angeles,High Surf AdvisoryHaze,82,1,,,,,,,,,,
15,4892,Los Angeles,Clear,86,1,,,,,,,,,,
10,4892,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4892,Los Angeles,Clear,83,1,,,,,,,,,,
12,4892,Los Angeles,Clear,74,1,,,,,,,,,,
13,4892,Los Angeles,Haze,83,1,,,,,,,,,,
1,4893,Los Angeles,Fair,,1,,,,,,,,,,
2,4893,Los Angeles,Fog And Mist,88,1,,,,,,,,,,
3,4893,Los Angeles,Clear,87,1,,,,,,,,,,
4,4893,Los Angeles,Clear,86,1,,,,,,,,,,
5,4893,Los Angeles,Clear,86,1,,,,,,,,,,
6,4893,Los Angeles,Mist,88,1,,,,,,,,,,
7,4893,Los Angeles,Clear,86,1,,,,,,,,,,
14,4893,Los Angeles,Mostly Clear,81,1,,,,,,,,,,
8,4893,Los Angeles,Clear,83,1,,,,,,,,,,
9,4893,Los Angeles,High Surf AdvisoryFog,88,1,,,,,,,,,,
15,4893,Los Angeles,Clear,86,1,,,,,,,,,,
10,4893,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4893,Los Angeles,Clear,86,1,,,,,,,,,,
12,4893,Los Angeles,Clear,80,1,,,,,,,,,,
13,4893,Los Angeles,Fog,87,1,,,,,,,,,,
1,4894,Los Angeles,Fair,,1,,,,,,,,,,
2,4894,Los Angeles,Fog And Mist,88,1,,,,,,,,,,
3,4894,Los Angeles,Clear,86,1,,,,,,,,,,
4,4894,Los Angeles,Clear,87,1,,,,,,,,,,
5,4894,Los Angeles,Clear,86,1,,,,,,,,,,
6,4894,Los Angeles,Mist,88,1,,,,,,,,,,
7,4894,Los Angeles,Clear,87,1,,,,,,,,,,
14,4894,Los Angeles,Mostly Clear,87,1,,,,,,,,,,
8,4894,Los Angeles,Clear,86,1,,,,,,,,,,
9,4894,Los Angeles,High Surf AdvisoryFog,88,1,,,,,,,,,,
15,4894,Los Angeles,Clear,89,1,,,,,,,,,,
10,4894,Los Angeles,clear sky,88,1,,,,,,,,,,
11,4894,Los Angeles,Clear,86,1,,,,,,,,,,
12,4894,Los Angeles,Clear,80,1,,,,,,,,,,
13,4894,Los Angeles,Fog,86,1,,,,,,,,,,
1,4895,Los Angeles,Fair,,1,,,,,,,,,,
2,4895,Los Angeles,Fog And Mist,88,1,,,,,,,,,,
3,4895,Los Angeles,Clear,86,1,,,,,,,,,,
4,4895,Los Angeles,Clear,88,1,,,,,,,,,,
5,4895,Los Angeles,Clear,86,1,,,,,,,,,,
6,4895,Los Angeles,Mist,88,1,,,,,,,,,,
7,4895,Los Angeles,Clear,88,1,,,,,,,,,,
14,4895,Los Angeles,Mostly Clear,87,1,,,,,,,,,,
8,4895,Los Angeles,Clear,86,1,,,,,,,,,,
9,4895,Los Angeles,High Surf AdvisoryFog,88,1,,,,,,,,,,
15,4895,Los Angeles,Clear,89,1,,,,,,,,,,
10,4895,Los Angeles,clear sky,88,1,,,,,,,,,,
11,4895,Los Angeles,Clear,86,1,,,,,,,,,,
12,4895,Los Angeles,Clear,79,1,,,,,,,,,,
13,4895,Los Angeles,Fog,86,1,,,,,,,,,,
1,4896,Los Angeles,Fair,,1,,,,,,,,,,
2,4896,Los Angeles,Fog And Mist,88,1,,,,,,,,,,
3,4896,Los Angeles,Clear,86,1,,,,,,,,,,
4,4896,Los Angeles,Clear,87,1,,,,,,,,,,
5,4896,Los Angeles,Clear,86,1,,,,,,,,,,
6,4896,Los Angeles,Mist,88,1,,,,,,,,,,
7,4896,Los Angeles,Clear,87,1,,,,,,,,,,
14,4896,Los Angeles,Mostly Clear,86,1,,,,,,,,,,
8,4896,Los Angeles,Clear,86,1,,,,,,,,,,
9,4896,Los Angeles,High Surf AdvisoryFog,87,1,,,,,,,,,,
15,4896,Los Angeles,Clear,93,1,,,,,,,,,,
10,4896,Los Angeles,clear sky,88,1,,,,,,,,,,
11,4896,Los Angeles,Clear,86,1,,,,,,,,,,
12,4896,Los Angeles,Clear,79,1,,,,,,,,,,
13,4896,Los Angeles,Fog,86,1,,,,,,,,,,
5,4897,Los Angeles,Mostly Cloudy,86,1,,,,,,,,,,
6,4897,Los Angeles,Mist,88,1,,,,,,,,,,
7,4897,Los Angeles,Mostly Cloudy,86,1,,,,,,,,,,
14,4897,Los Angeles,Cloudy,82,1,,,,,,,,,,
8,4897,Los Angeles,Cloudy,82,1,,,,,,,,,,
9,4897,Los Angeles,High Surf AdvisoryFog,87,1,,,,,,,,,,
15,4897,Los Angeles,Mist,93,1,,,,,,,,,,
10,4897,Los Angeles,mostly cloudy,82,1,,,,,,,,,,
11,4897,Los Angeles,Mostly Cloudy,86,1,,,,,,,,,,
12,4897,Los Angeles,Mostly Cloudy,85,1,,,,,,,,,,
13,4897,Los Angeles,Fog,86,1,,,,,,,,,,
1,4898,Los Angeles,Partly Cloudy,,1,,,,,,,,,,
2,4898,Los Angeles,Hazy,82,1,,,,,,,,,,
3,4898,Los Angeles,Haze,83,1,,,,,,,,,,
4,4898,Los Angeles,Haze,86,1,,,,,,,,,,
5,4898,Los Angeles,Partly Cloudy,81,1,,,,,,,,,,
6,4898,Los Angeles,Hazy,82,1,,,,,,,,,,
7,4898,Los Angeles,Cloudy,82,1,,,,,,,,,,
14,4898,Los Angeles,Mostly Cloudy,86,1,,,,,,,,,,
8,4898,Los Angeles,Cloudy,81,1,,,,,,,,,,
9,4898,Los Angeles,High Surf AdvisoryHaze,82,1,,,,,,,,,,
15,4898,Los Angeles,Mist,93,1,,,,,,,,,,
10,4898,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4898,Los Angeles,Partly Cloudy,81,1,,,,,,,,,,
12,4898,Los Angeles,Mostly Cloudy,85,1,,,,,,,,,,
13,4898,Los Angeles,Haze,83,1,,,,,,,,,,
1,4899,Los Angeles,Partly Cloudy,,1,,,,,,,,,,
2,4899,Los Angeles,Hazy,82,1,,,,,,,,,,
3,4899,Los Angeles,Haze,83,1,,,,,,,,,,
4,4899,Los Angeles,Haze,86,1,,,,,,,,,,
5,4899,Los Angeles,Partly Cloudy,82,1,,,,,,,,,,
6,4899,Los Angeles,Hazy,82,1,,,,,,,,,,
7,4899,Los Angeles,Partly Cloudy,84,1,,,,,,,,,,
14,4899,Los Angeles,Mostly Cloudy,86,1,,,,,,,,,,
8,4899,Los Angeles,Cloudy,81,1,,,,,,,,,,
9,4899,Los Angeles,High Surf AdvisoryHaze,82,1,,,,,,,,,,
15,4899,Los Angeles,Mist,93,1,,,,,,,,,,
10,4899,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4899,Los Angeles,Partly Cloudy,82,1,,,,,,,,,,
12,4899,Los Angeles,Mostly Cloudy,87,1,,,,,,,,,,
13,4899,Los Angeles,Haze,83,1,,,,,,,,,,
1,4900,Los Angeles,Fair,,1,,,,,,,,,,
2,4900,Los Angeles,Hazy,82,1,,,,,,,,,,
3,4900,Los Angeles,Haze,83,1,,,,,,,,,,
4,4900,Los Angeles,Haze,87,1,,,,,,,,,,
5,4900,Los Angeles,Hazy Moonlight,82,1,,,,,,,,,,
6,4900,Los Angeles,Hazy,82,1,,,,,,,,,,
7,4900,Los Angeles,Clear,83,1,,,,,,,,,,
14,4900,Los Angeles,Partly Cloudy,83,1,,,,,,,,,,
8,4900,Los Angeles,Partly Cloudy,82,1,,,,,,,,,,
9,4900,Los Angeles,High Surf AdvisoryHaze,82,1,,,,,,,,,,
15,4900,Los Angeles,Mist,93,1,,,,,,,,,,
10,4900,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4900,Los Angeles,Hazy Clouds,82,1,,,,,,,,,,
12,4900,Los Angeles,Mostly Cloudy,82,1,,,,,,,,,,
13,4900,Los Angeles,Haze,83,1,,,,,,,,,,
1,4901,Los Angeles,Fair,,1,,,,,,,,,,
2,4901,Los Angeles,Hazy,82,1,,,,,,,,,,
3,4901,Los Angeles,Clear,80,1,,,,,,,,,,
4,4901,Los Angeles,Clear,86,1,,,,,,,,,,
5,4901,Los Angeles,Clear,79,1,,,,,,,,,,
6,4901,Los Angeles,Clear,77,1,,,,,,,,,,
7,4901,Los Angeles,Clear,84,1,,,,,,,,,,
14,4901,Los Angeles,Mostly Clear,83,1,,,,,,,,,,
8,4901,Los Angeles,Hazy,82,1,,,,,,,,,,
9,4901,Los Angeles,High Surf AdvisoryClear,76,1,,,,,,,,,,
15,4901,Los Angeles,Mist,93,1,,,,,,,,,,
10,4901,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4901,Los Angeles,Clear,79,1,,,,,,,,,,
12,4901,Los Angeles,Dense Fog,87,1,,,,,,,,,,
13,4901,Los Angeles,Fair,79,1,,,,,,,,,,
1,4902,Los Angeles,Fair,,1,,,,,,,,,,
2,4902,Los Angeles,Clear,77,1,,,,,,,,,,
3,4902,Los Angeles,Clear,80,1,,,,,,,,,,
4,4902,Los Angeles,Clear,89,1,,,,,,,,,,
5,4902,Los Angeles,Clear,79,1,,,,,,,,,,
6,4902,Los Angeles,Clear,77,1,,,,,,,,,,
7,4902,Los Angeles,Clear,80,1,,,,,,,,,,
14,4902,Los Angeles,Mostly Clear,83,1,,,,,,,,,,
8,4902,Los Angeles,Clear,79,1,,,,,,,,,,
9,4902,Los Angeles,High Surf AdvisoryClear,76,1,,,,,,,,,,
15,4902,Los Angeles,Mist,96,1,,,,,,,,,,
10,4902,Los Angeles,clear sky,76,1,,,,,,,,,,
11,4902,Los Angeles,Clear,79,1,,,,,,,,,,
12,4902,Los Angeles,Dense Fog,87,1,,,,,,,,,,
13,4902,Los Angeles,Fog,86,1,,,,,,,,,,
1,4903,Los Angeles,Fair,,1,,,,,,,,,,
2,4903,Los Angeles,Fog And Mist,87,1,,,,,,,,,,
3,4903,Los Angeles,Clear,86,1,,,,,,,,,,
4,4903,Los Angeles,Clear,89,1,,,,,,,,,,
5,4903,Los Angeles,Clear,86,1,,,,,,,,,,
6,4903,Los Angeles,Mist,87,1,,,,,,,,,,
7,4903,Los Angeles,Sunny,87,1,,,,,,,,,,
14,4903,Los Angeles,Mostly Clear,80,1,,,,,,,,,,
8,4903,Los Angeles,Clear,86,1,,,,,,,,,,
9,4903,Los Angeles,High Surf AdvisoryFog,87,1,,,,,,,,,,
15,4903,Los Angeles,Mist,96,1,,,,,,,,,,
10,4903,Los Angeles,clear sky,87,1,,,,,,,,,,
11,4903,Los Angeles,Clear,86,1,,,,,,,,,,
12,4903,Los Angeles,Light Fog,93,1,,,,,,,,,,
13,4903,Los Angeles,Fog,86,1,,,,,,,,,,
1,4904,Los Angeles,Fair,,1,,,,,,,,,,
2,4904,Los Angeles,Fog And Mist,87,1,,,,,,,,,,
3,4904,Los Angeles,Clear,89,1,,,,,,,,,,
